"","day","hour","min_group","statn 1","statn 2","statn 3","statn 4","statn 5","statn 6","statn 7","statn 8","statn 9","statn 10","statn 11","statn 12","statn 13","statn 14","statn 15","statn 16","statn 17","statn 18","statn 19","statn 20","statn 21","statn 22","statn 23","statn 24","statn 25","statn 26","statn 27","statn 28","statn 29","statn 30","statn 31","statn 32","statn 33","statn 34","statn 35","statn 36","statn 37","statn 38","statn 39","statn 40","statn 41","statn 42","statn 43","statn 44","statn 45","statn 46","statn 47","statn 48","statn 49","statn 50","statn 51","statn 52","statn 53","statn 54","statn 55","statn 56","statn 57","statn 58","statn 59","statn 60","statn 61","statn 62","statn 63","statn 64","statn 65","statn 66","statn 67","statn 68","statn 69","statn 70","statn 71","statn 72","statn 73","statn 74","statn 75","statn 76","statn 77","statn 78","statn 79","statn 80","statn 81","statn 82","statn 83","statn 84","statn 85","statn 86","statn 87","statn 88","statn 89","statn 90","statn 91","statn 92","statn 93","statn 94","statn 95","statn 96","statn 97","statn 98","statn 99","statn 100","statn 101","statn 102","statn 103","statn 104","statn 105","statn 106","statn 107","statn 108","statn 109","statn 110","statn 111","statn 112","statn 113","statn 114","statn 115","statn 116","statn 117","statn 118","statn 119","statn 120","statn 121","statn 122","statn 123","statn 124","statn 125","statn 126","statn 127","statn 128","statn 129","statn 130","statn 131","statn 132","statn 133","statn 134","statn 135","statn 136","statn 137","statn 138","statn 139","statn 140","statn 141","statn 142"
"626","Sunday","17","2","19","19","21","25","14","10","28","22","13","10","24","16","18","18","13","14","18","20","15","18","20","31","21","17","17","18","21","5","7","21","23","18","26","13","11","25","18","24","12","25","15","21","24","20","25","17","16","19","13","21","12","16","26","18","13","16","19","15","22","19","19","16","17","21","23","17","21","22","18","14","17","14","20","19","21","27","20","11","19","20","15","25","25","13","16","21","18","22","14","12","25","22","23","20","16","24","15","21","25","23","25","15","15","19","25","5","18","13","19","11","14","22","31","22","12","13","26","16","21","20","19","14","24","18","28","22","16","20","25","12","18","19","19","13","19","16","23","17","17","25","26","22"
"627","Sunday","17","3","26","17","22","19","13","25","18","13","6","22","21","17","15","27","19","30","16","18","22","19","21","21","25","21","26","12","18","16","14","23","14","17","22","16","13","19","25","18","27","20","17","17","20","8","10","8","13","13","20","6","14","15","12","18","27","17","30","18","19","17","18","21","22","23","25","26","19","21","21","24","20","23","23","20","12","18","18","13","11","18","22","31","18","32","20","21","19","17","14","17","21","9","24","16","20","11","15","17","20","20","25","25","22","19","26","11","21","22","12","17","11","11","20","9","25","15","12","12","15","26","21","23","25","18","23","20","12","22","11","19","23","19","20","17","14","24","19","14","28","18","14","26"
"628","Sunday","17","4","7","26","13","18","22","19","29","18","21","10","16","16","14","20","13","22","27","19","15","19","18","14","24","17","16","24","22","27","21","15","19","17","20","26","27","19","21","20","21","29","14","21","20","24","18","21","17","17","16","13","25","13","16","20","18","13","20","26","23","25","17","18","22","16","19","19","14","26","26","20","12","13","16","22","22","18","13","17","20","17","21","23","14","24","14","23","22","19","22","20","15","18","24","25","4","16","21","27","31","32","19","21","19","22","30","22","23","15","12","9","18","16","18","24","27","24","20","19","21","21","18","15","23","16","8","21","13","19","37","20","17","22","16","22","16","19","12","17","13","24","18","22"
"629","Sunday","17","5","17","16","10","18","12","10","26","20","18","18","16","18","16","14","9","13","25","24","17","20","19","11","18","26","19","22","23","23","20","25","23","17","14","23","8","20","19","19","20","16","24","28","19","23","21","15","17","26","16","26","20","17","25","22","12","14","21","23","21","22","20","16","24","13","22","27","13","13","19","18","23","13","17","20","18","13","21","22","19","25","18","25","25","13","21","23","12","18","10","18","27","24","15","18","23","18","21","20","15","20","23","24","18","7","22","27","13","17","21","19","15","16","17","16","20","19","22","23","23","18","21","22","24","15","21","16","25","22","23","19","17","24","20","20","20","28","13","12","19","18","16","22"
"630","Sunday","17","6","17","8","23","7","24","14","15","21","34","24","27","22","21","29","16","15","17","23","22","20","24","20","24","19","10","14","28","11","15","10","26","15","19","15","25","18","21","21","21","22","23","22","26","18","22","14","24","17","24","19","20","20","13","23","21","19","21","15","20","18","15","12","16","24","20","20","27","15","17","21","12","18","20","20","19","30","18","18","21","23","14","19","26","23","23","27","27","25","18","20","13","19","17","22","26","22","10","18","17","20","17","21","20","18","14","21","20","12","18","18","23","26","24","20","23","23","15","24","14","15","35","17","14","17","27","12","21","18","25","24","24","28","16","17","20","13","19","11","15","23","20","18"
"631","Sunday","21","1","26","25","18","23","18","16","21","32","13","32","17","15","20","18","15","26","17","25","15","22","29","34","18","21","11","29","17","16","20","24","23","16","24","19","7","29","22","9","15","26","15","20","20","14","28","23","20","23","20","19","28","21","19","16","12","18","14","27","16","24","25","17","24","14","23","14","13","23","10","14","20","17","12","18","19","20","12","24","16","17","9","24","16","17","12","14","24","18","17","30","19","22","20","27","18","19","22","12","18","22","20","23","18","16","16","21","15","16","21","23","22","27","11","23","19","20","34","18","25","29","17","18","27","22","9","22","17","21","26","18","16","28","10","19","25","23","31","21","18","34","25","26"
"632","Sunday","21","2","21","19","15","17","23","19","20","20","20","16","15","15","30","16","30","25","20","13","27","11","16","10","14","25","12","19","23","14","22","25","11","28","17","17","20","17","28","16","16","17","23","23","19","21","20","23","16","25","15","17","17","15","25","19","19","17","20","22","19","12","20","13","15","20","23","18","21","19","27","18","20","11","14","14","18","17","24","14","20","22","19","14","18","24","13","27","17","18","28","18","21","11","17","24","19","16","15","17","29","20","18","25","18","25","23","27","19","20","19","21","17","16","20","21","14","20","17","23","20","21","25","15","22","25","14","29","10","19","27","23","22","16","18","20","24","20","19","16","30","20","24","14"
"633","Sunday","21","3","31","19","25","19","17","20","15","19","19","14","20","21","18","19","27","40","19","17","15","23","15","24","17","18","22","16","19","24","20","19","19","23","20","14","27","16","27","18","17","20","11","12","13","25","28","20","24","23","21","21","17","23","11","16","20","25","25","19","14","19","17","24","12","16","21","21","23","19","24","18","20","14","17","19","25","21","23","15","23","32","21","15","18","22","23","19","15","18","26","22","27","24","15","19","16","21","18","16","22","15","19","28","22","13","23","25","17","22","20","17","12","17","14","19","19","27","12","14","18","20","20","26","22","19","25","19","19","28","25","21","11","16","17","27","22","20","18","20","25","26","20","29"
"634","Sunday","21","4","23","10","32","21","14","25","19","26","20","19","10","16","16","23","20","11","23","20","20","15","14","23","7","20","19","24","12","18","9","16","23","18","25","20","17","19","25","18","20","27","19","17","20","15","34","12","19","18","18","29","21","19","23","18","20","14","18","23","16","15","9","20","19","18","19","19","24","22","22","22","16","25","28","28","14","18","21","19","19","22","10","26","21","16","18","14","14","13","12","12","18","22","22","18","26","24","19","13","20","12","18","18","19","12","17","16","27","25","12","8","28","19","15","22","14","15","21","17","31","15","17","26","32","15","16","25","19","25","25","18","19","22","20","23","15","21","28","18","14","23","18","26"
"635","Sunday","21","5","19","15","20","18","24","27","16","18","21","23","22","20","13","31","17","3","21","27","27","21","18","21","24","14","17","29","20","16","7","29","19","29","19","13","25","28","27","16","12","18","12","16","19","17","19","24","20","23","25","20","18","24","17","19","23","16","7","27","24","27","9","23","18","12","27","24","22","24","21","12","22","17","21","28","23","21","16","21","20","11","28","23","16","17","21","19","23","28","21","19","14","8","26","15","18","18","22","24","20","17","19","26","10","12","13","20","23","17","17","19","19","14","16","31","18","24","16","18","14","18","12","17","22","24","27","18","15","22","22","17","22","14","25","24","26","28","9","13","19","20","22","23"
"636","Sunday","21","6","19","30","13","26","16","18","26","29","24","20","18","6","14","25","20","25","23","22","13","17","9","17","28","24","18","14","24","23","32","15","18","19","22","17","22","24","15","20","13","22","25","20","21","23","28","16","15","26","23","20","17","25","22","23","20","25","17","23","24","14","16","25","16","14","19","18","9","21","21","23","14","14","15","12","28","17","19","25","19","14","19","24","13","25","19","27","30","22","28","20","18","27","28","21","26","17","16","22","17","24","17","22","16","26","23","14","17","19","18","21","21","23","25","18","17","23","27","22","30","15","14","25","17","18","24","19","17","24","21","17","16","19","21","28","20","24","12","28","23","10","10","15"
"637","Sunday","20","1","30","21","17","27","23","24","12","23","20","13","19","13","28","22","17","24","23","13","15","20","21","18","20","8","18","19","20","19","18","21","19","17","14","23","12","22","24","20","17","12","26","16","24","9","28","16","20","20","28","22","19","16","20","19","3","19","20","17","11","18","15","30","16","22","18","20","22","20","17","23","30","20","14","18","14","19","18","20","22","29","25","16","27","24","17","19","17","20","22","23","13","22","11","14","18","17","25","11","22","25","20","14","17","26","19","20","17","11","13","19","36","15","19","26","17","18","13","19","18","26","23","17","13","20","20","31","21","14","17","14","21","22","16","28","23","29","26","19","18","15","24","17"
"638","Sunday","20","2","20","21","29","16","23","24","18","18","20","16","23","13","18","12","26","3","18","27","20","20","30","22","13","26","13","21","9","24","18","19","18","21","14","17","25","14","21","28","26","21","18","17","16","22","27","28","15","23","14","22","19","13","19","21","24","21","23","16","26","21","28","14","30","12","24","23","22","14","21","23","23","24","25","26","13","11","17","18","26","17","23","16","25","17","19","23","12","13","18","19","29","21","8","17","23","17","20","18","14","23","22","15","24","18","24","19","16","19","10","12","14","13","24","14","16","17","12","24","17","18","17","23","22","25","14","14","24","27","18","22","16","13","21","16","10","11","19","18","13","12","25","16"
"639","Sunday","20","3","16","20","9","20","16","18","15","17","11","20","26","23","13","22","22","17","16","21","21","27","28","16","11","17","14","26","25","25","11","13","27","13","22","19","28","12","23","14","22","18","21","22","30","28","22","23","12","20","23","16","25","17","25","25","21","14","26","17","21","18","12","23","21","20","26","28","19","20","16","20","18","16","18","18","18","27","12","22","15","19","18","26","21","16","15","17","18","19","22","18","20","13","23","14","13","32","24","25","18","19","19","17","18","22","19","19","17","18","21","22","22","25","23","25","27","15","19","17","22","24","19","14","22","24","16","10","22","19","22","14","19","12","24","13","15","25","21","18","25","14","14","25"
"640","Sunday","20","4","18","25","22","20","14","20","24","20","17","15","15","17","15","22","20","20","21","13","21","16","23","19","17","17","21","20","19","13","24","23","23","28","23","24","16","26","24","13","22","28","20","15","16","14","17","14","26","13","18","26","20","27","20","13","17","26","25","22","24","15","21","18","15","27","13","18","20","9","16","25","24","23","22","19","28","23","17","14","27","15","17","10","20","18","15","22","10","4","14","21","23","18","19","22","30","13","12","13","16","16","22","28","16","23","18","22","25","18","13","22","14","15","13","22","29","13","14","13","18","20","18","17","15","14","26","18","23","20","9","12","15","31","23","19","19","22","19","20","15","16","22","33"
"641","Sunday","20","5","19","21","13","22","14","14","23","16","17","22","13","23","26","14","19","20","18","16","27","15","16","12","18","18","24","21","25","20","19","29","19","20","14","20","19","15","20","19","19","30","17","12","18","16","25","24","23","24","21","13","18","16","19","20","28","25","11","20","18","26","25","21","21","10","20","15","22","16","25","25","16","25","32","26","14","20","15","17","7","16","11","27","22","12","10","21","22","23","22","16","18","21","20","23","25","18","23","19","12","19","25","14","14","21","19","14","13","24","25","23","21","19","16","15","24","17","18","19","20","4","25","19","14","21","13","29","9","18","28","15","15","26","27","17","21","12","21","14","32","22","17","27"
"642","Sunday","20","6","28","18","22","27","16","10","17","25","16","22","21","16","24","17","22","30","19","14","15","19","21","22","22","15","27","20","20","13","21","14","26","13","24","28","20","16","25","13","20","20","21","25","14","29","17","19","16","19","28","28","21","24","22","25","18","24","25","10","15","17","21","28","18","17","25","24","14","29","25","21","20","23","19","13","23","21","20","11","14","26","19","19","27","17","17","23","20","17","24","29","21","20","17","12","14","18","23","18","14","17","22","17","18","13","15","16","15","22","15","20","25","25","30","21","24","13","23","14","20","21","16","25","13","27","26","13","15","20","7","17","16","16","23","15","20","15","12","19","19","13","24","34"
"643","Sunday","19","1","18","18","17","9","21","15","22","17","24","17","25","21","21","7","21","29","15","25","16","19","20","18","17","21","12","17","13","18","23","19","16","17","21","20","17","17","20","17","25","22","26","16","23","23","30","23","25","17","20","13","24","23","22","31","19","19","20","11","21","21","24","20","15","16","11","25","15","23","20","19","26","14","13","15","25","13","10","16","18","19","21","18","23","19","21","10","28","29","17","23","22","21","21","9","21","18","26","9","19","14","25","22","19","7","21","24","12","25","8","16","18","19","18","24","26","19","7","23","24","22","15","18","12","32","15","13","24","13","25","23","20","21","23","18","23","21","19","15","15","12","22","25"
"644","Sunday","19","2","11","29","18","16","18","18","23","24","27","16","16","15","12","21","18","16","22","18","19","17","14","19","21","15","17","26","19","26","27","20","12","25","13","24","23","16","26","23","19","31","16","20","19","16","22","19","23","17","15","24","16","25","16","17","19","14","15","18","18","25","15","29","14","16","23","17","22","20","20","31","19","17","18","13","31","23","15","22","22","16","17","13","18","18","11","27","12","18","21","22","25","21","26","21","28","21","18","17","20","16","16","26","19","25","16","17","23","24","16","17","16","15","18","14","18","13","24","21","25","26","17","17","18","20","24","15","31","22","23","18","21","24","24","18","17","9","21","13","19","25","23","22"
"645","Sunday","19","3","31","21","27","23","16","24","15","21","15","24","16","19","27","26","18","13","25","12","24","21","16","25","11","25","16","22","23","22","16","19","19","31","20","17","21","13","24","16","21","22","13","17","27","13","21","20","21","13","17","19","18","15","21","15","27","20","15","24","18","13","27","16","18","18","21","22","11","25","23","26","10","22","23","19","21","19","23","8","23","16","19","15","18","17","24","18","22","18","30","24","26","20","22","26","15","10","10","21","26","18","21","26","13","22","12","17","17","26","16","24","22","16","18","18","23","19","15","22","33","22","28","19","21","17","13","11","20","22","18","20","18","13","13","16","9","17","25","22","10","9","13","20"
"646","Sunday","19","4","24","20","15","25","25","20","17","21","26","22","17","17","20","21","20","18","19","14","18","25","22","13","24","19","16","13","10","19","15","20","18","6","26","20","21","18","16","18","18","17","13","25","12","23","21","20","21","25","19","15","24","13","18","21","22","16","21","16","17","29","23","28","18","18","18","27","17","17","16","22","20","22","13","18","21","18","18","29","22","20","17","23","20","11","21","17","24","22","17","22","22","17","16","21","22","18","16","17","25","19","23","19","20","8","16","20","20","28","21","15","31","17","20","17","15","21","23","19","24","15","16","21","16","23","11","16","20","20","25","13","31","22","31","23","12","17","27","17","19","18","11","23"
"647","Sunday","19","5","15","20","16","30","24","18","25","25","16","18","12","0","10","31","18","16","21","24","24","23","20","28","22","21","23","15","17","27","24","21","21","29","19","4","16","18","24","23","12","21","21","18","21","21","19","22","15","26","19","24","14","11","21","26","17","19","24","15","12","11","20","20","19","16","20","10","31","21","19","15","18","24","18","28","19","19","22","17","18","19","7","22","20","19","20","22","20","17","23","8","9","15","14","17","22","13","21","18","25","26","16","20","24","20","10","28","18","19","16","17","20","21","15","26","20","17","18","26","18","22","14","22","17","20","17","17","13","24","17","25","20","17","16","19","22","24","13","18","16","25","10","20"
"648","Sunday","19","6","28","25","13","14","23","21","25","23","26","26","18","11","27","19","18","17","25","16","22","21","15","18","26","25","23","26","20","21","23","16","17","13","20","22","18","21","14","14","15","18","22","19","33","21","14","14","19","26","29","27","26","24","25","17","25","27","23","23","21","25","9","29","17","19","18","16","23","15","28","19","23","23","27","17","27","25","15","20","13","18","14","17","13","19","26","17","17","25","25","29","21","24","23","16","21","24","17","17","18","21","16","20","18","30","17","24","11","10","28","25","19","19","12","21","25","23","15","10","15","12","24","21","26","26","26","18","26","27","22","15","18","10","24","18","24","14","30","19","25","22","22","22"
"649","Sunday","22","1","26","25","25","16","22","20","18","20","24","15","26","23","16","20","25","18","15","25","17","23","24","29","21","18","19","21","27","20","19","26","20","23","15","8","19","21","27","11","16","21","21","22","21","22","27","17","28","22","19","16","14","20","31","22","25","15","16","17","17","18","17","19","23","16","18","23","22","15","25","16","24","15","19","16","13","21","22","28","23","16","22","21","20","20","19","20","19","18","25","17","20","13","18","13","13","12","10","27","14","19","32","30","16","17","22","18","21","14","15","27","18","21","21","14","22","30","11","13","10","22","17","17","22","17","14","4","16","29","23","22","22","19","19","20","22","20","16","22","27","13","13","18"
"650","Sunday","22","2","18","20","8","23","22","28","25","19","12","19","22","17","22","21","22","22","24","22","21","21","28","24","24","22","29","9","21","17","20","14","17","20","22","25","15","21","21","17","19","13","21","22","27","12","18","28","24","23","25","10","5","28","21","8","18","25","22","18","17","16","12","19","12","18","37","18","27","29","26","21","19","19","19","18","16","22","21","25","19","20","16","20","16","5","15","20","24","20","27","24","23","20","23","25","26","12","22","21","18","12","31","21","21","22","17","15","14","13","22","21","21","17","16","20","21","26","13","26","12","23","23","20","22","19","19","23","15","24","21","15","21","19","10","21","21","22","24","20","23","17","29","30"
"651","Sunday","22","3","22","17","22","20","29","29","19","20","21","26","24","21","27","20","20","17","15","20","18","17","19","14","29","28","27","18","22","16","19","13","15","16","21","25","35","20","20","10","20","20","22","14","27","25","14","17","24","20","22","15","22","21","22","20","13","13","14","18","22","26","25","20","23","19","11","28","10","19","19","23","20","29","21","20","22","22","22","22","22","26","17","16","13","16","22","13","25","12","16","10","21","19","21","24","21","8","24","24","14","22","18","14","15","16","21","20","13","11","11","12","21","17","24","17","29","18","27","14","18","17","18","16","17","17","20","11","15","18","25","22","28","19","18","19","13","14","22","17","21","18","26","30"
"652","Sunday","22","4","25","24","20","20","23","9","16","11","33","16","23","16","22","23","20","25","20","26","20","25","18","10","23","26","19","10","19","27","21","15","20","23","22","16","24","12","15","19","22","21","12","11","25","21","29","23","22","26","18","14","22","24","21","24","22","19","24","32","21","27","23","24","26","26","20","24","16","24","16","23","18","24","13","15","25","17","21","27","16","21","20","21","24","25","21","20","24","26","14","21","19","12","24","16","22","28","12","13","18","19","21","23","21","10","31","15","21","22","18","25","16","27","15","13","19","17","18","20","17","12","19","13","23","24","18","22","16","21","24","18","26","14","16","15","12","22","17","32","20","22","17","17"
"653","Sunday","22","5","21","21","15","25","21","14","18","28","18","16","26","22","23","22","14","23","22","21","16","22","11","15","15","10","21","10","16","23","28","17","19","8","25","17","20","21","23","14","21","25","22","24","9","19","18","18","21","19","18","32","20","19","31","17","24","18","20","14","20","21","23","27","20","26","23","16","17","25","12","23","16","22","23","16","25","20","22","19","17","18","27","15","21","19","22","12","19","15","15","23","12","17","18","27","13","20","33","19","22","22","11","28","27","13","13","16","10","10","19","15","22","35","27","19","11","18","28","17","23","19","21","22","24","15","20","12","15","32","14","25","19","16","15","11","21","20","21","15","19","20","20","22"
"654","Sunday","22","6","17","20","12","20","24","26","19","18","19","23","15","13","6","25","25","27","13","19","15","15","16","22","20","21","14","12","14","15","22","23","19","23","11","22","23","22","15","19","17","23","23","19","16","21","11","25","18","19","18","13","29","17","11","14","18","18","21","20","29","23","8","18","20","20","18","14","19","14","12","20","14","17","21","15","24","22","25","12","17","20","16","27","22","23","20","23","15","21","15","11","18","14","12","27","14","24","23","15","13","20","20","16","12","27","8","21","11","26","21","15","16","12","21","18","23","22","20","22","16","22","27","15","25","18","15","18","16","17","19","20","11","17","16","24","32","19","17","24","14","20","6","22"
"655","Sunday","09","1","29","27","20","11","16","18","15","16","19","25","11","19","18","16","26","16","17","18","24","23","28","16","15","23","16","17","19","23","16","22","14","20","14","18","19","28","21","15","20","26","16","10","19","18","15","17","19","10","15","16","13","22","17","17","23","15","16","12","21","7","15","31","19","24","21","13","14","20","13","13","16","16","20","17","25","23","12","16","11","12","17","14","14","18","23","20","19","25","19","25","10","19","20","25","15","15","11","23","22","19","18","21","16","23","14","17","24","20","15","23","5","21","21","17","17","9","20","20","17","16","21","30","20","20","16","21","16","10","25","16","12","20","21","16","11","25","29","18","10","13","16","18"
"656","Sunday","09","2","16","15","19","21","15","24","13","11","18","28","15","26","24","30","12","30","10","18","23","24","26","20","21","25","18","19","29","7","18","18","21","16","24","29","17","25","10","23","17","15","29","17","10","23","29","26","18","23","13","20","21","22","20","15","19","18","28","10","20","20","19","29","26","18","22","22","26","18","18","21","19","19","19","20","13","17","17","12","21","26","24","7","26","22","14","25","22","28","21","28","21","19","15","27","16","20","15","23","21","19","17","18","22","28","22","19","18","12","19","19","19","14","15","17","20","12","22","24","20","16","16","25","26","26","29","18","20","20","21","18","28","14","23","24","22","24","27","15","25","21","16","19"
"657","Sunday","09","3","20","16","9","26","18","22","27","24","22","14","24","17","18","18","27","6","8","21","22","17","16","28","19","13","17","16","21","26","20","22","19","17","15","19","26","25","18","26","23","18","24","33","18","14","23","19","25","17","15","21","8","22","24","22","16","14","23","11","19","31","13","33","18","21","24","20","31","14","20","16","26","14","19","22","16","14","21","16","22","29","20","17","22","22","12","21","17","19","18","13","15","24","25","20","19","14","26","15","26","15","22","10","21","22","21","23","10","8","18","29","14","14","20","20","22","33","25","23","16","21","24","21","20","15","27","19","33","21","23","22","14","22","23","21","20","14","22","18","23","18","22","10"
"658","Sunday","09","4","19","23","21","13","11","7","16","24","18","21","12","19","24","19","19","20","18","15","15","18","23","17","21","22","19","15","20","30","24","24","23","21","17","23","9","18","22","20","28","14","23","12","23","15","20","18","29","23","20","19","28","24","31","24","18","21","25","23","14","22","20","23","18","14","25","19","16","19","17","19","26","23","22","14","22","14","11","18","22","10","15","22","16","25","16","14","23","17","22","18","23","30","19","15","20","10","24","25","24","23","24","12","26","13","21","18","17","16","18","21","23","22","27","18","18","25","14","22","16","15","17","17","17","23","18","15","8","16","21","14","21","14","19","20","14","21","18","26","19","30","21","13"
"659","Sunday","09","5","18","23","23","15","21","11","13","31","7","25","12","14","23","21","20","21","21","17","28","25","8","18","20","20","27","19","24","17","16","24","21","25","33","22","24","26","15","19","19","20","16","21","22","18","24","16","29","19","11","26","24","31","19","23","13","21","27","19","11","21","19","17","18","22","23","16","21","13","16","9","14","25","26","22","20","20","15","27","24","16","22","16","18","17","12","23","15","25","27","25","18","21","22","20","18","14","19","16","23","20","16","17","15","16","21","17","13","26","24","20","15","20","21","19","9","24","20","17","20","20","28","15","17","18","6","19","18","14","16","22","19","29","17","16","14","18","25","13","27","16","18","15"
"660","Sunday","09","6","20","23","11","19","26","15","11","28","25","23","17","18","26","14","13","17","22","20","15","30","20","12","26","10","24","28","23","18","11","16","21","24","20","19","18","16","20","18","21","16","18","18","22","18","21","18","20","15","18","21","23","16","17","20","15","34","13","13","14","30","18","26","21","22","21","21","10","19","21","21","17","16","9","15","25","16","18","21","18","17","13","22","19","15","11","13","20","11","19","22","15","28","16","21","17","16","19","11","24","20","25","20","25","16","21","21","25","16","24","27","13","23","21","16","16","29","21","31","22","15","19","20","14","22","18","15","14","19","17","14","17","21","22","26","23","20","17","17","25","26","28","24"
"661","Sunday","23","1","22","23","19","18","21","21","11","31","20","30","24","7","21","30","17","24","16","21","8","18","10","20","21","19","24","17","22","16","23","26","23","13","27","12","15","22","18","16","12","13","20","26","19","27","19","16","20","19","19","20","19","22","13","28","23","23","17","12","17","16","17","19","22","11","18","21","14","26","14","12","16","24","18","15","17","16","11","26","20","22","16","24","21","31","19","26","21","20","12","17","21","25","22","19","16","30","12","22","19","14","13","22","19","22","25","20","12","11","20","26","26","11","25","14","12","14","25","12","27","25","27","16","24","24","27","18","26","21","30","19","17","22","29","16","16","17","15","23","17","19","19","24"
"662","Sunday","23","2","19","15","23","24","11","23","11","17","26","13","13","21","20","12","21","16","16","9","17","15","20","15","14","16","11","11","19","18","19","20","21","15","17","16","25","14","26","28","14","21","14","24","27","18","13","23","21","22","21","24","16","9","16","27","18","23","20","17","7","19","25","25","14","33","19","17","27","17","16","20","21","27","21","16","14","20","17","20","20","16","30","25","14","12","26","19","20","26","21","19","19","26","9","23","18","15","24","11","23","24","23","20","16","21","23","21","13","8","19","15","20","16","21","27","18","25","23","24","21","15","16","15","12","21","19","26","21","30","21","13","17","20","22","26","15","10","22","23","23","13","26","14"
"663","Sunday","23","3","18","12","25","26","17","24","20","16","8","14","22","13","27","30","21","27","21","18","29","20","19","14","18","19","22","17","28","22","23","26","22","23","30","21","18","25","18","26","22","21","15","25","20","10","18","22","12","8","14","24","23","17","24","27","18","21","25","9","23","22","19","12","28","22","25","16","17","12","9","23","25","19","18","18","18","17","25","19","15","22","26","18","16","26","22","18","31","25","30","22","27","18","20","24","19","23","33","22","23","12","20","20","24","19","13","20","26","22","14","24","21","14","25","14","25","11","17","18","23","16","20","20","21","17","25","17","16","17","19","19","11","18","14","14","19","19","15","17","25","25","23","27"
"664","Sunday","23","4","24","22","20","19","20","16","25","11","24","17","20","25","7","17","30","19","23","8","18","23","23","19","20","26","23","17","24","25","14","20","19","22","21","17","16","25","22","25","12","22","22","14","25","26","23","14","18","20","26","17","19","13","27","17","20","12","16","19","29","23","18","20","8","18","12","16","19","21","26","17","24","19","24","16","25","13","11","21","29","21","18","21","18","19","19","23","13","23","31","20","17","23","13","16","16","14","19","19","18","18","30","24","24","18","21","26","23","24","23","21","20","19","21","15","20","14","19","21","19","15","18","19","24","13","24","14","16","21","15","19","26","17","16","21","19","24","20","21","8","22","27","16"
"665","Sunday","23","5","23","27","15","23","15","17","22","21","18","15","14","20","23","19","19","17","19","15","22","18","12","18","9","18","23","30","18","17","13","29","12","14","24","13","22","25","17","22","19","21","22","6","4","14","26","24","20","15","21","18","24","21","14","10","22","16","13","17","23","25","24","23","16","20","22","9","16","23","22","10","12","17","25","18","9","23","22","17","17","22","25","13","20","27","19","20","15","14","24","18","26","16","13","18","23","15","22","22","22","24","24","15","25","16","26","23","19","25","17","20","18","27","21","25","17","15","17","16","9","20","17","13","17","21","23","21","24","18","17","20","18","17","15","16","21","19","18","16","19","19","29","23"
"666","Sunday","23","6","14","26","15","21","18","20","25","32","25","13","25","18","20","16","16","22","13","18","22","12","17","15","20","25","24","10","22","10","22","15","26","17","21","21","20","10","23","19","26","20","15","18","9","16","20","20","27","25","17","23","17","14","27","16","11","6","19","24","26","20","20","16","19","9","27","24","10","29","29","13","21","30","19","21","16","26","27","15","27","24","22","21","17","14","24","22","15","21","28","16","19","25","17","19","28","28","21","19","28","25","24","26","20","21","18","11","18","19","34","24","25","18","17","23","25","28","15","23","21","14","11","15","26","14","19","18","25","9","17","11","20","23","22","14","19","16","16","8","21","13","19","23"
"667","Sunday","00","1","25","14","19","28","20","23","18","29","21","25","13","15","23","22","20","13","5","20","18","19","18","21","24","21","16","18","13","17","15","11","16","15","21","26","14","27","17","19","16","20","18","18","19","19","24","12","10","21","29","22","26","25","19","18","10","19","18","23","20","13","24","22","22","23","22","20","26","14","22","27","19","26","19","23","23","27","14","21","14","16","24","15","20","27","16","14","27","13","18","11","27","12","21","19","24","19","24","23","15","13","13","17","17","20","12","21","17","18","27","19","17","14","14","14","23","20","25","15","24","16","18","15","24","21","13","26","15","19","19","15","29","25","15","17","11","11","24","18","17","23","17","23"
"668","Sunday","00","2","17","26","25","22","17","27","17","17","14","16","26","25","21","20","7","21","17","13","21","18","21","14","19","24","19","20","33","20","20","19","19","21","16","21","16","13","19","21","12","18","16","20","22","18","14","23","25","19","23","12","18","19","18","28","24","25","17","26","21","17","10","24","17","19","22","23","22","22","19","14","18","19","25","17","20","17","16","16","18","16","26","8","19","30","24","15","12","19","20","18","20","14","21","19","22","12","25","25","23","17","23","23","22","25","15","26","11","23","22","22","18","18","18","15","28","9","16","12","14","22","17","14","26","25","13","16","15","17","13","12","20","20","15","17","21","24","12","12","13","8","23","17"
"669","Sunday","00","3","22","16","22","19","28","23","16","28","18","16","18","20","23","24","26","19","12","19","19","15","21","25","19","19","23","22","14","12","18","18","27","25","19","13","9","24","30","18","24","15","26","6","26","24","24","17","28","26","18","22","17","24","17","18","23","17","28","15","14","11","12","23","31","17","26","20","20","23","27","20","26","17","23","15","13","16","20","21","14","29","16","22","22","16","21","26","23","14","19","17","28","24","19","15","12","18","15","27","20","15","26","22","25","15","26","18","25","16","10","17","19","20","22","25","26","13","21","26","18","15","15","9","13","27","20","17","23","16","29","24","18","20","14","22","24","17","15","18","20","13","14","19"
